temperature,humidity,soil_moisture,aqi_sensor,pump_state
59.83,98.98,DRY,705.07,ON
30.69,14.65,DRY,589.61,ON
58.4,59.67,WET,551.18,ON
53.6,36.78,WET,615.29,ON
35.76,39.11,DRY,298.74,ON
17.3,45.87,WET,596.65,OFF
46.24,73.56,DRY,2.33,ON
9.67,91.58,WET,362.04,OFF
8.17,79.27,WET,913.28,OFF
6.02,54.63,DRY,972.8,ON
29.84,76.87,WET,122.94,OFF
2.24,80.46,DRY,795.27,ON
55.4,13.1,DRY,772.68,ON
39.7,88.74,DRY,719.44,ON
7.55,21.22,DRY,699.61,ON
34.25,11.1,WET,964.62,OFF
39.56,15.65,DRY,685.44,ON
43.2,5.39,WET,463.9,ON
38.27,98.16,DRY,22.14,ON
26.77,69.43,DRY,371.8,ON
1.37,70.68,WET,558.63,OFF
55.65,27.52,WET,551.93,ON
51.27,67.51,DRY,316.48,ON
24.62,86.19,DRY,869.96,ON
22.67,25.92,DRY,54.03,ON
53.55,14.18,WET,374.55,ON
4.97,65.27,DRY,385.79,ON
27.12,91.95,DRY,487.89,ON
28.84,8.13,DRY,986.58,ON
50.93,66.25,WET,161.81,ON
12.05,86.6,DRY,224.64,ON
57.41,6.19,DRY,268.09,ON
36.99,72.93,WET,282.89,OFF
15.26,78.09,WET,627.7,OFF
30.55,35.49,DRY,423.42,ON
40.85,75.06,DRY,467.48,ON
26.46,2.77,DRY,651.02,ON
28.26,76.02,DRY,165.23,ON
52.36,5.15,DRY,289.32,ON
17.9,81.68,WET,529.42,OFF
52.82,86.41,WET,9.44,ON
12.98,56.27,WET,257.6,OFF
4.62,38.8,WET,602.42,OFF
52.55,98.34,WET,464.02,ON
24.97,26.98,WET,135.85,OFF
55.82,93.41,DRY,168.49,ON
10.67,37.93,WET,516.07,OFF
11.97,26.35,DRY,836.52,ON
43.31,32.17,DRY,783.83,ON
23.14,97.92,DRY,839.68,ON
16.25,98.58,DRY,139.43,ON
28.89,37.12,DRY,418.39,ON
39.79,44.55,DRY,573.12,ON
59.7,36.72,WET,399.67,ON
25.7,89.51,DRY,977.63,ON
51.36,22.04,DRY,600.13,ON
57.71,33.82,DRY,903.27,ON
54.39,85.26,DRY,532.33,ON
2.98,77.35,WET,821.89,OFF
59.28,94.27,WET,990.73,ON
4.54,31.01,DRY,820.22,ON
23.12,68.92,DRY,901.85,ON
38.46,9.29,WET,722.73,ON
22.62,84.37,DRY,322.25,ON
10.88,17.97,DRY,724.69,ON
55.98,68.05,DRY,397.78,ON
54.27,18.51,DRY,485.94,ON
4.34,99.8,DRY,576.22,ON
37.78,25.45,DRY,462.15,ON
54.88,84.69,WET,989.67,ON
13.75,62.14,WET,35.4,OFF
52.17,5.44,DRY,28.2,ON
41.85,21.68,WET,413.05,OFF
20.26,96.95,WET,90.2,OFF
50.18,78.72,WET,354.49,ON
32.42,12.6,DRY,109.84,ON
16.33,39.91,WET,413.16,OFF
15.91,51.37,WET,622.6,OFF
19.8,11.63,DRY,455.27,ON
37.72,27.21,DRY,110.08,ON
54.87,9.9,WET,166.64,ON
56.5,54.72,WET,891.84,ON
34.67,4.87,WET,955.66,ON
13.64,35.96,WET,221.28,OFF
22.21,90.69,DRY,426.35,ON
0.8,95.52,WET,252.85,OFF
5.18,8.84,DRY,251.5,ON
27.06,11.5,WET,899.92,OFF
37.7,65.48,DRY,603.21,ON
37.45,7.05,DRY,558.17,ON
55.64,74.78,WET,267.47,ON
49.67,49.31,DRY,399.97,ON
46.23,38.63,WET,597.47,OFF
49.74,1.41,WET,752.45,ON
0.65,90.74,DRY,211.0,ON
36.42,27.08,DRY,78.97,ON
2.35,49.72,DRY,389.83,ON
5.88,88.16,WET,391.75,OFF
29.68,86.04,DRY,193.76,ON
30.13,24.96,WET,661.18,OFF
33.89,99.07,DRY,458.3,ON
48.35,35.69,WET,49.89,OFF
4.3,11.73,WET,729.0,OFF
44.21,44.83,WET,196.55,OFF
3.34,45.94,DRY,526.53,ON
55.96,43.02,WET,164.02,ON
18.61,24.49,DRY,150.24,ON
46.46,41.25,WET,883.74,OFF
5.07,80.65,DRY,153.67,ON
0.77,17.61,DRY,656.41,ON
31.79,30.91,DRY,258.54,ON
32.29,47.15,DRY,124.86,ON
37.62,99.91,WET,681.49,OFF
54.79,62.2,DRY,874.56,ON
52.56,42.91,DRY,328.01,ON
58.45,41.76,DRY,968.98,ON
36.92,5.0,DRY,764.4,ON
34.88,49.46,DRY,144.23,ON
25.06,33.31,DRY,55.57,ON
38.57,82.19,DRY,641.92,ON
43.44,85.53,WET,587.13,OFF
31.42,87.61,DRY,838.53,ON
19.92,52.95,WET,275.11,OFF
52.98,39.64,WET,940.55,ON
57.93,90.83,WET,748.45,ON
59.54,5.14,DRY,790.18,ON
17.1,17.9,DRY,22.5,ON
57.1,74.46,WET,349.73,ON
53.51,0.9,WET,225.06,ON
35.84,40.11,WET,696.48,OFF
25.02,33.78,WET,680.54,OFF
26.64,71.53,DRY,504.99,ON
7.58,78.49,DRY,150.05,ON
9.16,27.63,DRY,848.69,ON
39.28,43.62,DRY,761.58,ON
19.32,4.3,WET,417.14,ON
18.68,92.62,DRY,289.52,ON
17.61,33.73,WET,229.31,OFF
19.18,98.91,DRY,73.3,ON
22.59,11.72,DRY,726.69,ON
26.74,60.78,DRY,214.8,ON
30.76,98.43,DRY,767.47,ON
7.52,1.71,DRY,818.52,ON
0.53,88.04,WET,346.19,OFF
35.95,33.97,DRY,554.23,ON
37.94,23.59,DRY,783.99,ON
42.76,64.48,DRY,170.1,ON
32.17,98.45,DRY,661.94,ON
12.91,33.02,WET,207.58,OFF
21.41,2.21,WET,970.54,ON
19.9,16.63,WET,463.57,OFF
14.0,30.19,DRY,14.88,ON
15.65,40.0,WET,27.71,OFF
12.61,89.47,DRY,665.74,ON
6.94,66.57,DRY,624.13,ON
13.58,4.39,WET,435.26,ON
1.07,28.28,WET,724.48,OFF
6.53,71.43,DRY,319.14,ON
16.86,21.77,WET,751.51,OFF
14.89,9.36,WET,750.45,ON
16.93,31.99,WET,457.68,OFF
48.05,27.79,WET,773.72,OFF
29.13,80.17,WET,509.1,OFF
19.63,95.93,DRY,463.03,ON
43.65,9.14,DRY,844.04,ON
42.25,38.51,WET,57.13,OFF
34.77,33.93,WET,228.01,OFF
32.9,44.95,WET,311.43,OFF
47.93,18.52,DRY,537.56,ON
58.72,92.81,DRY,881.36,ON
38.39,93.55,DRY,840.99,ON
34.45,85.38,DRY,197.28,ON
9.0,35.62,WET,504.64,OFF
4.04,44.86,DRY,945.82,ON
39.87,46.03,WET,936.13,OFF
58.55,75.3,DRY,451.52,ON
0.02,85.66,DRY,705.09,ON
38.64,37.03,DRY,30.44,ON
29.69,9.65,DRY,211.3,ON
45.4,35.42,DRY,868.62,ON
36.96,82.42,WET,396.68,OFF
16.44,59.66,DRY,637.05,ON
47.7,9.98,WET,24.11,ON
23.48,18.35,DRY,62.32,ON
21.84,28.43,DRY,502.13,ON
53.59,66.15,WET,901.57,ON
35.51,68.94,WET,649.47,OFF
53.1,39.34,WET,485.52,ON
20.31,8.62,WET,373.97,ON
12.77,26.02,WET,867.85,OFF
3.35,32.86,WET,255.32,OFF
33.41,75.52,WET,871.17,OFF
28.88,33.97,DRY,529.64,ON
38.17,60.28,WET,925.94,OFF
30.82,63.25,WET,78.9,OFF
13.65,58.06,DRY,277.11,ON
14.88,65.41,DRY,311.78,ON
7.14,17.25,WET,340.15,OFF
30.76,20.51,WET,928.78,OFF
55.54,86.57,DRY,352.77,ON
16.02,50.53,WET,763.83,OFF
0.49,17.74,DRY,267.64,ON
49.66,72.89,DRY,300.71,ON
44.09,41.68,WET,975.09,OFF
45.44,60.7,DRY,110.68,ON
47.92,45.63,WET,588.35,OFF
47.7,37.75,WET,875.12,OFF
8.84,86.24,WET,550.06,OFF
38.11,84.86,WET,460.24,OFF
46.71,90.11,DRY,73.78,ON
11.62,71.99,WET,75.76,OFF
13.1,6.01,DRY,218.72,ON
50.0,52.86,DRY,148.45,ON
19.26,7.88,DRY,487.44,ON
10.93,43.96,DRY,497.06,ON
28.91,68.51,WET,491.58,OFF
38.74,18.8,DRY,110.17,ON
3.93,59.31,DRY,245.4,ON
42.09,60.5,DRY,164.83,ON
35.86,69.08,DRY,67.45,ON
3.2,32.69,DRY,511.23,ON
59.09,16.09,DRY,644.53,ON
11.66,59.3,WET,626.11,OFF
1.75,49.87,DRY,7.49,ON
7.08,68.39,WET,17.81,OFF
5.74,57.11,WET,698.24,OFF
22.97,6.81,DRY,954.66,ON
57.03,47.35,WET,730.04,ON
38.77,54.45,DRY,970.03,ON
40.24,31.64,DRY,450.78,ON
48.93,62.44,DRY,781.17,ON
17.29,1.28,DRY,375.59,ON
13.7,55.4,WET,302.71,OFF
38.5,82.41,DRY,758.32,ON
0.55,14.4,WET,977.69,OFF
6.0,87.53,DRY,281.64,ON
45.48,6.38,WET,457.46,ON
44.58,55.21,WET,318.36,OFF
59.05,0.8,WET,117.61,ON
17.86,17.89,WET,100.38,OFF
45.59,98.8,DRY,627.39,ON
59.79,98.61,DRY,672.39,ON
37.01,14.24,DRY,918.14,ON
46.92,78.61,WET,756.33,OFF
16.41,76.73,WET,358.55,OFF
15.25,59.64,WET,575.82,OFF
13.54,97.48,DRY,79.03,ON
26.68,56.84,DRY,887.81,ON
8.11,71.1,DRY,521.5,ON
56.29,50.38,WET,743.4,ON
9.07,65.28,WET,411.78,OFF
3.84,31.38,WET,504.55,OFF
0.41,92.41,WET,669.55,OFF
41.69,88.27,WET,621.19,OFF
24.81,4.04,WET,646.56,ON
36.63,35.76,WET,845.26,OFF
16.99,42.54,WET,977.06,OFF
34.16,96.15,DRY,906.19,ON
59.58,99.23,DRY,770.7,ON
38.41,28.22,WET,173.55,OFF
6.65,27.1,WET,123.96,OFF
37.16,72.53,WET,414.03,OFF
56.17,34.86,WET,74.95,ON
42.05,42.38,DRY,244.39,ON
2.07,91.74,DRY,64.65,ON
18.47,25.23,DRY,951.52,ON
40.6,8.42,DRY,556.56,ON
46.8,44.27,WET,237.51,OFF
11.12,43.11,DRY,945.41,ON
10.26,40.7,DRY,88.25,ON
16.08,95.84,DRY,513.01,ON
16.65,52.29,DRY,788.62,ON
46.94,53.48,WET,917.19,OFF
56.32,57.84,DRY,343.71,ON
56.91,98.17,WET,297.97,ON
53.24,62.0,WET,213.94,ON
40.06,71.35,DRY,180.2,ON
37.38,90.01,DRY,266.09,ON
38.05,97.18,DRY,40.45,ON
50.38,56.3,DRY,467.69,ON
54.99,23.66,WET,887.26,ON
36.78,97.81,WET,286.79,OFF
21.7,3.43,WET,171.36,ON
3.76,71.19,WET,439.42,OFF
49.98,84.05,WET,346.83,ON
43.94,81.96,WET,771.79,OFF
27.45,56.78,DRY,354.33,ON
11.9,60.68,DRY,393.82,ON
1.45,58.43,DRY,409.13,ON
47.12,4.29,DRY,77.32,ON
24.53,64.86,DRY,314.54,ON
39.88,75.42,WET,663.1,OFF
55.48,30.73,DRY,207.56,ON
4.97,11.07,DRY,983.37,ON
40.81,75.36,DRY,271.15,ON
36.91,54.63,DRY,856.51,ON
28.35,59.87,WET,975.9,OFF
29.89,44.57,DRY,858.6,ON
58.77,36.8,DRY,683.99,ON
15.88,58.46,WET,56.35,OFF
55.99,92.88,DRY,95.57,ON
4.75,71.27,WET,220.87,OFF
44.41,89.08,DRY,50.8,ON
25.94,81.3,WET,40.92,OFF
45.36,42.85,DRY,603.53,ON
51.65,49.79,DRY,559.26,ON
44.52,67.43,WET,643.72,OFF
6.7,80.32,WET,371.42,OFF
48.18,26.74,WET,633.66,OFF
31.35,62.68,WET,97.13,OFF
24.97,0.68,DRY,452.69,ON
7.16,81.05,WET,965.13,OFF
7.16,12.7,WET,25.93,OFF
1.68,80.23,DRY,314.98,ON
13.67,30.83,WET,408.47,OFF
8.3,80.64,DRY,631.05,ON
52.05,60.43,WET,428.5,ON
59.41,99.51,DRY,450.58,ON
37.44,95.34,DRY,105.22,ON
28.17,9.32,DRY,24.54,ON
17.39,62.76,DRY,478.24,ON
14.05,98.43,WET,504.17,OFF
22.96,65.89,DRY,161.91,ON
2.42,90.47,DRY,838.12,ON
26.77,0.16,DRY,540.33,ON
2.43,17.58,DRY,638.92,ON
3.07,11.58,WET,494.9,OFF
36.17,93.0,DRY,4.69,ON
14.08,13.58,WET,249.12,OFF
2.12,59.61,WET,60.64,OFF
35.71,25.86,DRY,995.95,ON
11.49,64.4,WET,452.86,OFF
59.41,76.46,WET,976.98,ON
8.78,78.63,WET,297.34,OFF
12.87,67.84,WET,830.4,OFF
18.98,71.33,DRY,623.53,ON
34.48,3.08,DRY,898.06,ON
31.18,59.18,WET,374.99,OFF
18.69,96.22,WET,847.48,OFF
38.35,23.87,WET,718.86,OFF
30.47,30.92,WET,57.24,OFF
59.26,80.58,WET,758.3,ON
2.51,21.19,WET,238.67,OFF
42.62,85.68,WET,353.73,OFF
10.08,10.08,DRY,877.2,ON
38.81,93.63,WET,731.77,OFF
58.08,23.71,DRY,559.22,ON
10.32,82.29,WET,361.83,OFF
21.11,47.27,DRY,374.42,ON
43.34,39.56,DRY,827.59,ON
33.41,88.46,WET,898.51,OFF
55.26,89.57,DRY,150.44,ON
20.41,22.77,WET,63.77,OFF
41.33,16.49,WET,994.15,OFF
55.55,3.71,DRY,516.74,ON
27.23,40.7,DRY,879.77,ON
14.05,22.33,DRY,499.76,ON
52.26,94.29,WET,427.28,ON
33.01,65.48,WET,125.6,OFF
28.83,71.38,WET,813.13,OFF
20.63,93.43,DRY,811.44,ON
16.34,67.83,WET,267.07,OFF
21.84,14.25,WET,423.97,OFF
12.1,84.89,WET,598.21,OFF
10.65,87.27,DRY,269.78,ON
40.81,73.71,WET,324.26,OFF
44.02,99.62,DRY,701.28,ON
46.32,95.13,DRY,814.41,ON
35.43,8.38,WET,692.39,ON
44.43,56.05,DRY,333.68,ON
14.07,94.72,WET,822.59,OFF
49.06,33.77,DRY,51.67,ON
6.55,10.18,WET,829.86,OFF
15.05,15.92,WET,507.3,OFF
56.21,85.55,DRY,944.5,ON
0.56,39.99,DRY,411.16,ON
8.67,7.24,DRY,256.25,ON
36.77,22.39,DRY,308.95,ON
44.35,32.49,WET,428.26,OFF
12.38,95.26,WET,502.86,OFF
9.04,83.77,DRY,101.69,ON
28.42,50.09,DRY,522.87,ON
1.51,52.68,DRY,279.72,ON
30.82,52.72,WET,792.27,OFF
29.86,55.22,DRY,147.05,ON
45.39,67.65,WET,664.84,OFF
44.01,6.03,DRY,421.32,ON
24.85,0.99,WET,773.52,ON
50.87,9.62,DRY,832.4,ON
21.16,41.97,WET,135.34,OFF
42.01,39.29,WET,974.64,OFF
41.33,85.88,WET,304.62,OFF
36.44,86.68,DRY,465.22,ON
53.78,31.24,DRY,626.16,ON
26.4,20.91,WET,339.04,OFF
26.54,63.51,WET,479.34,OFF
7.24,65.98,WET,799.61,OFF
52.81,43.03,WET,316.12,ON
59.97,40.66,DRY,276.61,ON
32.51,65.28,WET,852.19,OFF
36.14,21.26,DRY,592.84,ON
11.45,66.22,DRY,487.07,ON
38.11,57.58,WET,75.42,OFF
33.3,86.09,DRY,718.14,ON
50.42,10.14,DRY,165.09,ON
25.62,26.99,DRY,739.97,ON
10.48,75.91,DRY,157.02,ON
27.98,65.83,DRY,2.28,ON
51.11,55.54,DRY,959.76,ON
46.57,90.96,DRY,777.96,ON
53.65,38.53,WET,812.5,ON
44.7,98.16,WET,654.57,OFF
33.51,84.42,WET,342.93,OFF
44.62,27.3,DRY,809.55,ON
4.44,81.96,WET,458.13,OFF
39.09,55.81,DRY,541.78,ON
28.36,72.71,DRY,170.25,ON
27.68,49.18,WET,246.79,OFF
51.67,60.07,WET,628.82,ON
52.48,31.46,WET,728.71,ON
55.54,46.97,DRY,880.07,ON
33.82,71.02,DRY,89.55,ON
12.61,2.42,WET,801.09,ON
50.63,52.47,WET,871.18,ON
18.29,30.67,DRY,625.97,ON
57.38,68.67,WET,730.75,ON
41.15,26.36,DRY,697.7,ON
52.42,25.85,DRY,364.64,ON
36.25,64.79,WET,257.79,OFF
5.53,44.38,WET,576.32,OFF
40.53,59.46,DRY,447.45,ON
10.56,43.79,WET,227.75,OFF
10.45,35.13,WET,785.55,OFF
1.65,70.1,DRY,776.74,ON
31.43,9.32,DRY,46.39,ON
45.84,75.02,WET,464.59,OFF
23.15,64.54,WET,385.42,OFF
15.15,30.49,WET,515.78,OFF
42.75,36.69,WET,979.85,OFF
39.01,63.64,DRY,257.08,ON
22.74,79.98,WET,947.18,OFF
45.44,0.8,DRY,362.64,ON
48.04,21.73,WET,166.67,OFF
36.75,52.52,DRY,963.66,ON
53.88,27.04,WET,718.68,ON
55.51,93.62,WET,750.39,ON
53.93,78.95,DRY,143.31,ON
23.86,47.55,WET,678.42,OFF
12.72,69.5,WET,338.68,OFF
27.73,99.74,DRY,513.55,ON
41.77,39.7,DRY,350.35,ON
2.88,92.17,DRY,58.77,ON
14.15,59.13,WET,301.97,OFF
18.73,17.65,DRY,276.59,ON
46.53,5.96,DRY,410.58,ON
51.31,80.66,WET,720.23,ON
22.06,19.56,DRY,58.04,ON
49.56,11.64,WET,364.37,ON
22.15,24.71,WET,670.83,OFF
30.9,34.85,DRY,282.78,ON
32.69,37.89,DRY,399.81,ON
25.57,42.1,DRY,864.54,ON
31.73,96.87,WET,280.24,OFF
17.23,13.21,WET,663.74,OFF
54.48,66.75,DRY,929.53,ON
11.7,94.75,WET,427.15,OFF
58.27,87.92,DRY,380.32,ON
57.65,89.48,DRY,463.51,ON
42.3,10.91,WET,133.26,OFF
53.56,17.11,DRY,710.28,ON
55.93,14.14,WET,163.25,ON
38.21,91.41,DRY,178.92,ON
53.13,36.1,WET,411.08,ON
59.66,26.87,DRY,82.58,ON
0.4,49.22,WET,268.55,OFF
28.36,5.21,WET,924.93,ON
54.55,40.6,DRY,621.47,ON
46.54,80.13,WET,860.51,OFF
34.8,8.43,DRY,913.94,ON
39.15,59.9,WET,450.52,OFF
8.14,21.97,WET,841.36,OFF
43.28,87.5,WET,416.58,OFF
45.81,64.48,WET,979.88,OFF
26.21,62.44,WET,487.58,OFF
22.34,16.21,DRY,395.8,ON
17.63,4.13,WET,447.93,ON
41.24,78.96,WET,544.36,OFF
33.79,27.7,DRY,829.1,ON
29.04,4.98,DRY,268.79,ON
8.21,8.66,WET,74.2,ON
15.22,10.6,WET,845.0,OFF
57.38,66.7,DRY,418.55,ON
48.82,36.44,DRY,724.5,ON
46.22,48.25,DRY,470.08,ON
20.94,24.28,DRY,611.94,ON
21.8,12.05,WET,371.05,OFF
43.21,44.05,WET,819.01,OFF
26.57,4.35,WET,579.11,ON
53.32,14.17,DRY,726.08,ON
48.63,80.06,WET,191.47,OFF
22.71,64.93,DRY,105.61,ON
10.25,42.8,WET,346.99,OFF
9.12,87.99,WET,945.09,OFF
42.22,97.13,DRY,732.72,ON
26.06,91.11,DRY,952.32,ON
59.49,5.6,DRY,545.46,ON
28.21,56.84,DRY,57.4,ON
25.49,50.97,WET,681.65,OFF
59.48,46.87,DRY,962.48,ON
50.3,71.31,DRY,508.92,ON
23.34,77.37,WET,690.36,OFF
52.55,45.63,WET,857.79,ON
12.02,97.98,DRY,912.16,ON
33.27,85.46,DRY,232.88,ON
14.13,48.79,WET,483.01,OFF
16.73,19.69,WET,223.67,OFF
23.82,88.2,DRY,126.87,ON
59.13,26.37,WET,46.76,ON
56.84,49.61,DRY,542.47,ON
43.05,46.97,DRY,206.61,ON
35.32,88.42,DRY,538.07,ON
27.03,18.87,WET,12.44,OFF
21.95,31.21,DRY,483.2,ON
44.77,15.36,DRY,817.54,ON
51.53,99.03,DRY,77.26,ON
39.09,39.11,WET,497.48,OFF
18.21,31.71,WET,98.52,OFF
17.17,68.09,DRY,120.05,ON
14.54,38.23,WET,950.61,OFF
9.66,96.49,WET,982.41,OFF
40.96,55.06,DRY,24.36,ON
13.17,54.29,WET,260.14,OFF
55.68,27.36,WET,493.45,ON
30.88,93.1,DRY,430.98,ON
19.32,44.99,DRY,979.95,ON
52.96,26.52,WET,393.39,ON
31.22,9.0,WET,296.75,ON
48.29,37.91,DRY,414.4,ON
2.84,41.62,DRY,21.01,ON
26.43,62.59,DRY,534.4,ON
14.67,12.37,DRY,255.2,ON
20.72,36.85,WET,505.92,OFF
38.07,10.89,WET,526.05,OFF
48.61,41.51,DRY,286.7,ON
40.56,88.0,DRY,721.58,ON
8.22,61.03,DRY,803.9,ON
25.37,67.84,WET,441.15,OFF
16.1,89.29,DRY,642.54,ON
24.34,22.17,WET,247.98,OFF
50.16,98.35,DRY,283.95,ON
3.96,68.0,DRY,546.21,ON
38.04,41.33,WET,968.81,OFF
30.7,80.0,DRY,807.94,ON
30.33,69.0,WET,929.87,OFF
31.48,65.89,WET,865.78,OFF
42.02,37.95,DRY,630.5,ON
2.49,93.26,DRY,649.32,ON
33.39,94.51,WET,976.93,OFF
27.45,43.34,WET,711.62,OFF
37.55,75.93,WET,515.0,OFF
52.36,46.58,DRY,436.69,ON
39.29,77.47,DRY,743.12,ON
35.88,82.56,WET,617.77,OFF
19.77,57.75,DRY,596.64,ON
42.0,35.0,DRY,784.54,ON
40.53,39.95,WET,123.62,OFF
3.22,80.04,WET,803.11,OFF
31.32,56.36,DRY,21.65,ON
35.09,20.45,DRY,736.71,ON
31.24,14.35,DRY,486.84,ON
15.19,86.4,WET,889.05,OFF
33.53,22.27,DRY,50.87,ON
15.4,65.21,DRY,291.02,ON
26.42,11.37,WET,947.93,OFF
19.51,82.83,WET,150.13,OFF
2.14,68.25,WET,377.1,OFF
54.3,82.63,WET,664.42,ON
51.13,65.25,WET,365.34,ON
44.12,49.65,WET,702.38,OFF
20.09,98.8,DRY,738.63,ON
29.01,64.76,DRY,64.57,ON
29.2,46.04,DRY,249.7,ON
15.7,79.83,DRY,662.34,ON
0.16,45.66,WET,289.67,OFF
38.03,83.48,WET,246.33,OFF
18.37,39.2,WET,91.92,OFF
11.29,27.95,DRY,68.16,ON
55.62,86.64,DRY,717.24,ON
44.16,27.11,WET,219.84,OFF
20.96,70.3,WET,674.7,OFF
59.0,74.62,DRY,150.01,ON
31.07,83.14,DRY,364.77,ON
29.19,22.73,WET,607.18,OFF
58.33,89.54,DRY,630.73,ON
29.41,70.03,DRY,162.56,ON
52.42,94.64,DRY,375.45,ON
14.04,71.93,WET,676.22,OFF
48.61,79.56,WET,674.07,OFF
5.25,31.52,DRY,698.53,ON
0.54,23.4,WET,556.09,OFF
47.41,77.13,WET,154.37,OFF
33.29,59.97,WET,192.11,OFF
0.35,54.56,DRY,323.98,ON
34.78,48.41,DRY,89.22,ON
26.12,18.79,DRY,160.44,ON
57.72,72.17,DRY,69.79,ON
44.98,27.19,WET,280.44,OFF
32.87,57.2,WET,297.52,OFF
43.76,54.89,DRY,855.36,ON
48.94,34.18,DRY,286.32,ON
42.81,50.27,WET,879.45,OFF
30.98,4.82,WET,245.99,ON
47.15,55.77,WET,289.96,OFF
7.23,70.0,DRY,785.76,ON
18.71,12.17,WET,634.81,OFF
30.71,72.6,DRY,256.36,ON
36.21,94.87,DRY,612.12,ON
57.88,43.12,DRY,601.6,ON
25.59,46.57,DRY,94.98,ON
43.3,81.46,DRY,503.02,ON
15.59,36.68,DRY,748.03,ON
33.58,78.0,DRY,74.76,ON
17.82,44.94,WET,433.27,OFF
15.78,10.27,DRY,125.11,ON
4.92,8.18,DRY,791.01,ON
20.07,88.29,WET,592.33,OFF
34.8,70.72,WET,967.8,OFF
0.87,27.2,WET,847.66,OFF
19.05,51.47,WET,126.46,OFF
16.11,67.6,WET,553.57,OFF
42.78,13.61,DRY,855.56,ON
18.53,29.96,DRY,607.76,ON
1.55,33.49,DRY,49.22,ON
32.33,50.95,DRY,153.89,ON
19.58,10.59,DRY,915.68,ON
29.59,78.86,DRY,575.08,ON
13.16,53.74,DRY,404.32,ON
24.24,35.27,DRY,153.23,ON
43.81,53.55,WET,671.85,OFF
43.77,35.55,DRY,640.22,ON
30.3,64.94,DRY,481.3,ON
41.02,70.9,DRY,7.08,ON
4.02,76.93,DRY,276.81,ON
54.35,0.89,DRY,51.05,ON
32.59,71.6,DRY,776.11,ON
36.58,28.16,WET,549.93,OFF
29.58,43.03,WET,569.76,OFF
47.35,8.59,DRY,324.38,ON
59.67,2.39,DRY,222.77,ON
11.18,39.53,DRY,246.51,ON
32.14,40.99,WET,394.35,OFF
28.64,73.97,DRY,978.26,ON
42.43,49.6,DRY,328.29,ON
33.62,50.16,WET,9.32,OFF
54.94,46.47,WET,359.62,ON
31.39,78.65,DRY,857.44,ON
39.94,51.56,WET,549.14,OFF
21.58,39.93,WET,389.0,OFF
12.19,94.34,DRY,692.54,ON
54.62,98.0,WET,650.02,ON
55.62,56.54,DRY,48.8,ON
22.78,37.9,DRY,65.0,ON
21.08,22.46,DRY,602.61,ON
1.71,63.39,DRY,166.17,ON
6.28,54.93,WET,805.35,OFF
46.06,39.87,WET,124.58,OFF
26.74,96.19,DRY,366.04,ON
41.44,52.1,WET,337.79,OFF
21.93,2.91,DRY,72.23,ON
30.57,22.9,DRY,624.91,ON
19.05,96.87,WET,49.01,OFF
30.5,68.34,DRY,43.2,ON
24.45,80.06,DRY,952.16,ON
46.94,19.9,DRY,672.72,ON
22.76,98.26,WET,126.91,OFF
54.35,32.4,DRY,716.72,ON
9.68,75.05,WET,476.41,OFF
49.94,62.04,WET,660.43,ON
56.4,10.95,WET,699.23,ON
32.95,98.6,WET,599.77,OFF
44.77,44.29,WET,247.6,OFF
58.56,78.43,WET,859.42,ON
6.43,39.83,DRY,281.03,ON
54.73,72.96,WET,863.37,ON
5.22,53.35,WET,518.5,OFF
4.54,53.92,DRY,686.76,ON
40.31,15.63,WET,900.63,OFF
56.19,85.58,DRY,174.11,ON
10.39,50.7,WET,467.42,OFF
56.85,92.34,DRY,536.21,ON
42.89,57.82,DRY,649.64,ON
35.5,86.94,WET,339.9,OFF
36.74,22.86,WET,225.72,OFF
45.58,6.68,DRY,443.74,ON
43.9,26.31,DRY,244.3,ON
45.56,69.75,DRY,861.38,ON
51.69,52.61,DRY,291.23,ON
51.35,75.25,DRY,487.02,ON
32.63,49.35,WET,510.15,OFF
35.41,96.53,DRY,526.6,ON
32.67,98.47,WET,695.18,OFF
47.12,96.54,DRY,160.59,ON
54.31,29.16,WET,865.55,ON
51.45,77.2,WET,546.92,ON
12.57,47.75,DRY,765.31,ON
56.58,27.78,WET,925.03,ON
1.26,51.89,WET,649.27,OFF
17.88,55.37,DRY,72.64,ON
25.85,30.29,DRY,483.92,ON
24.47,64.63,WET,630.99,OFF
24.99,80.6,WET,723.38,OFF
15.44,58.96,DRY,750.3,ON
41.84,81.43,WET,499.2,OFF
13.34,66.02,WET,941.22,OFF
57.86,10.63,WET,266.38,ON
32.26,10.3,WET,878.15,OFF
0.83,43.97,DRY,204.96,ON
42.7,83.49,WET,565.42,OFF
6.43,85.88,DRY,791.33,ON
4.44,5.07,DRY,306.41,ON
25.76,38.94,DRY,191.14,ON
52.19,74.5,DRY,680.19,ON
3.15,85.66,DRY,995.59,ON
16.33,0.36,WET,92.97,ON
17.73,14.64,DRY,989.83,ON
2.16,63.11,WET,827.8,OFF
55.26,44.97,WET,62.83,ON
20.6,53.34,WET,387.36,OFF
33.04,79.33,WET,747.62,OFF
14.81,33.83,WET,412.7,OFF
33.86,1.68,DRY,40.96,ON
47.13,72.86,WET,269.49,OFF
13.13,72.09,DRY,164.81,ON
28.02,74.28,WET,783.21,OFF
5.06,85.98,DRY,690.56,ON
43.16,21.56,WET,583.87,OFF
22.43,11.48,WET,768.11,OFF
43.01,52.99,DRY,688.18,ON
27.13,40.62,WET,640.35,OFF
